"Name","Time","TimesExec","PSVersion","OS","CLR","WorkSet","Total","Assert","Max","Min","Samples","Score"
"|Where-Obj{}","00:00:00.0209002","21","7.1.4","Mac","CoreCLR","12288","00:00:00.1463014","True","00:00:00.0565223","00:00:00.0022654","7","76.55750915750916"
"Do{}While()2x","00:00:00.0213762","21","7.1.4","Mac","CoreCLR","0","00:00:00.1496331","True","00:00:00.1396197","00:00:00.0003280","7","78.3010989010989"
"Foreach(){}2x","00:00:00.0239447","1000","7.1.4","Mac","CoreCLR","1961984","00:00:00.1676126","True","00:00:00.0445455","00:00:00.0056601","7","1.748835069165486"
"For(){}SHORTER","00:00:00.0285466","1000","7.1.4","Mac","CoreCLR","0","00:00:00.1998260","True","00:00:00.0335444","00:00:00.0211495","7","2.0849413517579864"
"For(){}2x","00:00:00.0339857","1000","7.1.4","Mac","CoreCLR","-266240","00:00:00.2379002","True","00:00:00.0491621","00:00:00.0251311","7","2.482193721789684"
"Do{}Until()2x","00:00:00.0368792","1000","7.1.4","Mac","CoreCLR","-94208","00:00:00.2581547","True","00:00:00.0558254","00:00:00.0237662","7","2.693524591361253"
"Do{}While()2x","00:00:00.0371526","1000","7.1.4","Mac","CoreCLR","-421888","00:00:00.2600680","True","00:00:00.0540034","00:00:00.0237440","7","2.7134927474838957"
"While(){}2x","00:00:00.0443060","1000","7.1.4","Mac","CoreCLR","708608","00:00:00.3101423","True","00:00:00.0613814","00:00:00.0281208","7","3.235951445390672"
".Where{})2x","00:00:00.0645313","1000","7.1.4","Mac","CoreCLR","3399680","00:00:00.4517193","True","00:00:00.1000118","00:00:00.0433612","7","4.713134869045706"
".Foreach({})2x","00:00:00.0910309","1000","7.1.4","Mac","CoreCLR","3166208","00:00:00.6372164","True","00:00:00.2242672","00:00:00.0449761","7","6.6485706773397215"
"|Where-Obj{}","00:00:00.1115767","100","7.1.4","Mac","CoreCLR","8192","00:00:00.7810369","True","00:00:00.2791889","00:00:00.0093974","7","160.72702391241717"
"|Foreach-Obj{}","00:00:00.1208225","1000","7.1.4","Mac","CoreCLR","12288","00:00:00.8457577","True","00:00:00.2171383","00:00:00.0862408","7","8.824442366964169"
"|AnonymusPipe","00:00:00.1244383","10000","7.1.4","Mac","CoreCLR","-10170368","00:00:00.8710680","True","00:00:00.1434235","00:00:00.1041938","7","1"
"Foreach(){}Shorter","00:00:00.2136731","10000","7.1.4","Mac","CoreCLR","-2326528","00:00:01.4957118","True","00:00:00.2408061","00:00:00.1819368","7","1.7171007639930793"
"Foreach(){}2x","00:00:00.2559562","10000","7.1.4","Mac","CoreCLR","1097728","00:00:01.7916936","True","00:00:00.3237399","00:00:00.1756643","7","2.0568924519219567"
"For(){}SHORTER","00:00:00.3051857","10000","7.1.4","Mac","CoreCLR","-1896448","00:00:02.1363000","True","00:00:00.3536356","00:00:00.2429377","7","2.4525061817784395"
"Do{}While()2x","00:00:00.3622220","10000","7.1.4","Mac","CoreCLR","3137536","00:00:02.5355541","True","00:00:00.4342477","00:00:00.2855651","7","2.9108562235260367"
"Do{}Until()2x","00:00:00.4194228","10000","7.1.4","Mac","CoreCLR","1253376","00:00:02.9359599","True","00:00:00.4564591","00:00:00.3629437","7","3.3705282055444346"
